ap_country,ap_latitude,ap_longitude,ap_name,distance,loc_latitude,loc_longitude,nearest_airport
US,25.79319953918457,-80.29060363769531,Miami International Airport,6.96058229274581e-05,25.7932020268152,-80.29060410227703,KMIA
US,42.212398529052734,-83.35340118408203,Detroit Metropolitan Wayne County Airport,5.1160778654912925e-05,42.212396266099695,-83.35340156235041,KDTW
US,33.43429946899414,-112.01200103759766,Phoenix Sky Harbor International Airport,0.00012823192888463948,33.43429896297273,-112.01199990008257,KPHX
US,21.32062,-157.924228,Daniel K Inouye International Airport,0.3173767066908089,21.31869958489694,-157.92199648579287,PHNL
US,26.072599411010746,-80.15270233154297,Fort Lauderdale Hollywood International Airport,0.0002545235694924977,26.072599166032802,-80.15270462014495,KFLL
US,41.7859992980957,-87.75240325927734,Chicago Midway International Airport,0.00023322967201277472,41.78600107496332,-87.75240535560427,KMDW
US,32.7336006165,-117.190002441,San Diego International Airport,4.869120832517445e-05,32.7336002274175,-117.19000284117423,KSAN
US,39.87189865112305,-75.24109649658203,Philadelphia International Airport,0.00021298713710048985,39.87189805045799,-75.24109840589931,KPHL
US,27.975500106811523,-82.533203125,Tampa International Airport,0.0002343814703342955,27.97550086564333,-82.53320101946473,KTPA
US,29.98439979553223,-95.34140014648438,George Bush Intercontinental Houston Airport,0.00029317811838773555,29.984399757353078,-95.34139750987259,KIAH
US,45.58869934,-122.5979996,Portland International Airport,0.00031509457539474425,45.588699042934806,-122.5979967708094,KPDX
US,35.2140007019043,-80.94309997558594,Charlotte Douglas International Airport,4.588925403030745e-05,35.21400327747425,-80.94309989852792,KCLT
PR,18.4393997192,-66.0018005371,Luis Munoz Marin International Airport,0.00022329682143958912,18.43939758829216,-66.00179872558179,TJSJ
US,29.99340057373047,-90.25800323486328,Louis Armstrong New Orleans International Airport,0.00020848504117324372,29.99340092431457,-90.25800135991292,KMSY
MX,21.036500930800003,-86.8770980835,Cancún International Airport,3.911595055795179e-05,21.03650068206116,-86.8770977319829,MMUN
US,40.78839874267578,-111.97799682617188,Salt Lake City International Airport,0.0002443836315467438,40.78840133954925,-111.97799485494154,KSLC
US,20.8986,-156.429993,Kahului Airport,0.0002096161465025485,20.89860119992907,-156.42999146896037,PHOG
US,35.877601623535156,-78.7874984741211,Raleigh Durham International Airport,0.00027059342829501275,35.877602995794774,-78.78750089295288,KRDU
US,38.748697,-90.370003,St Louis Lambert International Airport,1.6807921961346352e-05,38.74870023677328,-90.37000314970513,KSTL
US,26.53619956970215,-81.75520324707031,Southwest Florida International Airport,0.0001507522964756533,26.53620223638495,-81.75520454776837,KRSW
US,33.67570114,-117.8679962,John Wayne Airport-Orange County Airport,0.00015233857706325055,33.67570327079521,-117.86799525930849,KSNA
US,30.194499969482425,-97.6698989868164,Austin Bergstrom International Airport,0.00011613357292193161,30.1944976512496,-97.66989798928431,KAUS
US,39.2976,-94.713898,Kansas City International Airport,0.0002071135453031725,39.297599534086544,-94.71389986222329,KMCI
US,37.362598,-121.929001,Norman Y. Mineta San Jose International Airport,0.00020986090456213985,37.36260073879279,-121.92899979005873,KSJC
US,29.64539909,-95.27890015,William P Hobby Airport,9.831750569873255e-05,29.645397818708023,-95.27889927357977,KHOU
US,39.7173,-86.294403,Indianapolis International Airport,0.0002657257444252152,39.71730257817579,-86.29440538391282,KIND
US,32.847099,-96.851799,Dallas Love Field,0.0001352007065117015,32.84709743705496,-96.8518002015067,KDAL
US,40.49150085,-80.23290253,Pittsburgh International Airport,0.00011241628665669358,40.491500339690404,-80.2329015227294,KPIT
US,36.1245002746582,-86.6781997680664,Nashville International Airport,0.00015549108846592594,36.124501968872536,-86.67820116298121,KBNA
US,38.69540023803711,-121.59100341796876,Sacramento International Airport,0.00034215941352060727,38.69539797309225,-121.59100625713312,KSMF
US,42.94720077514648,-87.89659881591797,General Mitchell International Airport,0.00031461081832558514,42.94720317919907,-87.89660164390484,KMKE
US,37.721298,-122.221001,Metropolitan Oakland International Airport,0.00020812159937147237,37.721300966434434,-122.22100200076923,KOAK
US,29.533700942993164,-98.46980285644531,San Antonio International Airport,0.00016920931737077533,29.53369969654727,-98.46980436706644,KSAT
US,41.411701202399996,-81.8498001099,Cleveland Hopkins International Airport,4.0556554769776615e-05,41.41169920656027,-81.84979987974448,KCLE
US,26.68320083618164,-80.09559631347656,Palm Beach International Airport,0.00017857848896407028,26.683200288303713,-80.09559791670424,KPBI
US,30.49410057067871,-81.68789672851562,Jacksonville International Airport,0.00027711704363203723,30.494103011901466,-81.68789919557437,KJAX
US,39.998001,-82.891899,John Glenn Columbus International Airport,0.00025003603281880364,39.998000331588344,-82.89190124710639,KCMH
GB,51.4706,-0.461941,London Heathrow Airport,0.0002480700051771377,51.47059782407857,-0.4619414927462749,EGLL
JM,18.503700256347656,-77.91339874267578,Sangster International Airport,0.000251680013646674,18.503700641639696,-77.9133964807013,MKJS
US,41.9388999939,-72.68319702149999,Bradley International Airport,2.100306835779834e-05,41.93890059217193,-72.68319708447319,KBDL
US,39.0488014221,-84.6678009033,Cincinnati Northern Kentucky International Airport,3.6600865912587736e-05,39.04880407070689,-84.6678011218482,KCVG
US,42.94049835,-78.73220062,Buffalo Niagara International Airport,0.0001813627064827941,42.94049957299604,-78.73219900656684,KBUF
US,33.12829971,-117.2799988,Mc Clellan-Palomar Airport,0.0001651305191981282,33.128299393327225,-117.27999732205544,KCRQ
US,35.04240036010742,-89.97669982910156,Memphis International Airport,0.0002414835892181809,35.04240241783258,-89.97670200081551,KMEM
US,41.303199768066406,-95.89409637451172,Eppley Airfield,9.700083005671055e-05,41.303198188896346,-95.89409551736759,KOMA
US,21.97599983215332,-159.33900451660156,Lihue Airport,0.00039580181202630366,21.97600249704897,-159.33900705682066,PHLI
US,34.05599975585937,-117.60099792480469,Ontario International Airport,0.00013458963484285017,34.055998277735355,-117.6009969267775,KONT
CA,43.6772003174,-79.63059997559999,Lester B. Pearson International Airport,0.00029213916718731544,43.6772029763973,-79.63060255890994,CYYZ
US,37.50519943237305,-77.3197021484375,Richmond International Airport,0.000134865927857567,37.50519847484495,-77.31970334296469,KRIC
US,19.738783,-156.045603,Ellison Onizuka Kona International At Keahole Airport,0.04492508034381777,19.738802842291406,-156.04600661381963,PHKO
US,33.81769943,-118.1520004,Long Beach /Daugherty Field/ Airport,0.00015799311537471368,33.81769940116248,-118.15199897919891,KLGB
US,39.90240097045898,-84.21939849853516,James M Cox Dayton International Airport,2.0432415774156667e-05,39.90240232347075,-84.21939862180089,KDAY
DO,18.567399978599997,-68.36340332030001,Punta Cana International Airport,0.00017675946504072443,18.567402089302334,-68.36340470639614,MDPC
US,35.39310073852539,-97.60070037841795,Will Rogers World Airport,0.00017000403109603923,35.39309842507624,-97.60070187636632,KOKC
MX,19.4363,-99.072098,Licenciado Benito Juarez International Airport,5.3272465621243155e-05,19.436298315196183,-99.07209760130795,MMMX
US,34.200698852539055,-118.35900115966795,Bob Hope Airport,0.0001936778717979817,34.200698768895634,-118.35900290100172,KBUR
VI,18.337299346923828,-64.97339630126953,Cyril E. King Airport,0.00014367171253899856,18.337296509199852,-64.97339677910149,TIST
US,36.89459991455078,-76.20120239257812,Norfolk International Airport,0.00016890028484412286,36.89459735257402,-76.20120378320003,KORF
CN,31.143400192260746,121.80500030517578,Shanghai Pudong International Airport,8.869040517330396e-05,31.143401703655506,121.80500026403652,ZSPD
PE,-12.160699844360002,-76.998901367188,Las Palmas Air Base,0.0003214996883046228,-12.160702615708495,-76.99889854389298,SPLP
US,32.89860153,-80.04049683,Charleston Air Force Base-International Airport,3.428600402759788e-05,32.89860061325928,-80.04049656554652,KCHS
US,41.73260116577149,-71.42040252685547,Theodore Francis Green State Airport,0.00014555562105674567,41.73260140845714,-71.42040383358278,KPVD
US,32.116100311279304,-110.94100189208984,Tucson International Airport,0.0002649705117399198,32.1161006932932,-110.94100427111222,KTUS
US,38.1744,-85.736,Louisville International Standiford Field,8.096132547231616e-05,38.174401720401846,-85.73600071677829,KSDF
US,35.040199,-106.609001,Albuquerque International Sunport Airport,0.00015122346761285718,35.040196530321325,-106.60900216242096,KABQ
PH,14.5086,121.019997,Ninoy Aquino International Airport,0.00014138154137111744,14.508597716485346,121.01999651850572,RPLL
US,42.88079834,-85.52279663,Gerald R. Ford International Airport,8.510650835500667e-05,42.88079737074341,-85.52279739163221,KGRR
US,43.118900299072266,-77.67240142822266,Greater Rochester International Airport,0.0002743621390389589,43.118901441665926,-77.67239897291336,KROC
US,39.49909973144531,-119.76799774169922,Reno Tahoe International Airport,0.0001326154234452497,39.499097331478154,-119.76799779247564,KRNO
US,47.61989974975586,-117.53399658203124,Spokane International Airport,0.000190118448726712,47.61989745203103,-117.53399524221491,KGEG
US,43.11119842529297,-76.1063003540039,Syracuse Hancock International Airport,0.00015881503297372404,43.11120088889936,-76.10629905401458,KSYR
US,33.6796989441,-78.9282989502,Myrtle Beach International Airport,8.028598966918452e-05,33.67969678662727,-78.9282995415283,KMYR
US,41.53400039672852,-93.66310119628906,Des Moines International Airport,2.8007057544062293e-05,41.53400277750889,-93.66310099553131,KDSM
MX,23.15180015563965,-109.72100067138672,Los Cabos International Airport,0.00015587669496381086,23.15179783632669,-109.7209995083622,MMSD
IE,53.42129898071289,-6.2700700759887695,Dublin Airport,0.00033889105996800026,53.42130139253686,-6.270071957766943,EIDW
FR,49.0127983093,2.54999995232,Charles de Gaulle International Airport,4.9909428014370534e-05,49.01279795903972,2.550000233431291,LFPG
US,43.56439972,-116.2229996,Boise Air Terminal/Gowen field,6.935732680483045e-05,43.564399045691935,-116.22299905202014,KBOI
CN,40.0801010131836,116.58499908447266,Beijing Capital International Airport,9.125819408723001e-05,40.080099454052615,116.58499951656175,ZBAA
MX,20.521799087524414,-103.31099700927734,Don Miguel Hidalgo Y Costilla International Airport,0.00031491575952198467,20.52180123553924,-103.31099979786842,MMGL
US,40.916099548339844,-81.44219970703125,Akron Canton Regional Airport,0.00022688980485613882,40.916102172928,-81.4421977042884,KCAK
US,33.56290054,-86.75350189,Birmingham-Shuttlesworth International Airport,0.00029071535046972587,33.56289934008985,-86.75349927641727,KBHM
US,30.473400115967003,-87.18659973144501,Pensacola Regional Airport,0.00018462751524781222,30.473402046763372,-87.18659807375667,KPNS
IN,28.5665,77.103104,Indira Gandhi International Airport,0.0001824088547337959,28.566501101742826,77.10310237809342,VIDP
US,42.74829864501953,-73.80169677734375,Albany International Airport,7.090846882989318e-05,42.7483008806194,-73.80169664423781,KALB
US,36.097801208496094,-79.93730163574219,Piedmont Triad International Airport,5.8302621303165896e-05,36.09780213561945,-79.93730113706552,KGSO
US,43.13990020751953,-89.3375015258789,Dane County Regional Truax Field,0.00030027831018805223,43.13990034485747,-89.33749882541166,KMSN
US,32.12760162,-81.20210266,Savannah Hilton Head International Airport,0.00031371606532658953,32.12759995624148,-81.2021054698168,KSAV
CA,49.193901061999995,-123.183998108,Vancouver International Airport,0.0003401435028257261,49.19389845892467,-123.18400081493536,CYVR
US,36.19839859008789,-95.88809967041016,Tulsa International Airport,0.00030225852642262486,36.19839633571057,-95.88810237883057,KTUL
US,24.556100845336914,-81.75959777832031,Key West International Airport,0.00015109773545954986,24.556100203458485,-81.75959913405704,KEYW
TH,13.681099891662598,100.74700164794922,Suvarnabhumi Airport,7.697539911089733e-05,13.681097691289699,100.74700220550207,VTBS
CR,9.993860244750977,-84.20880126953125,Juan Santamaria International Airport,0.00026408424792890987,9.993862178192996,-84.20879890259097,MROC
US,35.81100082,-83.99400329999997,McGhee Tyson Airport,6.329049657563151e-05,35.81100238168877,-83.99400275477436,KTYS
US,36.77619934082031,-119.71800231933594,Fresno Yosemite International Airport,0.00014390481237493982,36.7762013537882,-119.7180014952725,KFAT
IN,19.088699340799998,72.8678970337,Chhatrapati Shivaji International Airport,0.00016650046614305326,19.088702009624164,72.86789575931154,VABB
BS,25.0389995575,-77.46620178219999,Lynden Pindling International Airport,0.00012868838800854428,25.039000492350645,-77.46620292160169,MYNN
US,38.805801391602,-104.70099639893,City of Colorado Springs Municipal Airport,0.0001102095994183408,38.80580121063603,-104.7009954088558,KCOS
US,43.64619827,-70.30930328,Portland International Jetport Airport,0.00024701853224757414,43.64620023010278,-70.30930115895329,KPWM
US,42.93259811401367,-71.43569946289062,Manchester Airport,0.0002609518311118957,42.93259848500118,-71.43570180671276,KMHT
US,34.729400634799994,-92.22429656979999,Bill & Hillary Clinton National Airport/Adams Field,0.00016235062205865281,34.72940130393055,-92.22429510997677,KLIT
ES,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport,2.4483199938207014,40.49359736522058,-3.5667596775145465,LEMD
DE,50.033333,8.570556,Frankfurt am Main Airport,3.1437498465578964,50.026400405671815,8.543127311343799,EDDF
US,34.895698547399995,-82.2189025879,Greenville Spartanburg International Airport,0.00027216798309382973,34.895696574389326,-82.2189050209457,KGSP
US,33.829700469970696,-116.50700378417969,Palm Springs International Airport,0.00016376853567227236,33.829702866970464,-116.50700277191059,KPSP
US,27.39539909362793,-82.55439758300781,Sarasota Bradenton International Airport,0.00031764111204698374,27.395398286807232,-82.55439472830659,KSRQ
US,37.649898529052734,-97.43309783935548,Wichita Mid Continent Airport,0.0002694740723589209,37.649898966005225,-97.43310026213469,KICT
US,31.80719948,-106.37799840000002,El Paso International Airport,0.00017014543443125732,31.807201957204327,-106.37799703858008,KELP
IL,32.011398315429695,34.88669967651367,Ben Gurion International Airport,0.00016252614397193195,32.011398385811006,34.886701137005765,LLBG
IT,41.8002778,12.2388889,Leonardo da Vinci–Fiumicino Airport,1.4017619832252577,41.80450188216809,12.25080022899282,LIRF
AW,12.5014,-70.015198,Queen Beatrix International Airport,0.00020184484588446625,12.501400509427139,-70.0151961931347,TNCA
US,40.1935005188,-76.7633972168,Harrisburg International Airport,0.00017152588792677915,40.19349926086492,-76.76339570136034,KMDT
HK,22.3089008331,113.915000916,Chek Lap Kok International Airport,0.00022469077529935078,22.308902435175877,113.91499900251827,VHHH
BR,-23.435556411743164,-46.47305679321289,Guarulhos - Governador André Franco Montoro International Airport,0.00030469012987885543,-23.435555184365228,-46.47305939971922,SBGR
US,41.06700134277344,-73.70760345458984,Westchester County Airport,0.00023023309710022802,41.067002067431616,-73.7076055151214,KHPN
KR,37.46910095214844,126.45099639892578,Incheon International Airport,0.00020403363282586528,37.4691021337517,126.45099470361542,RKSI
ES,41.297100067139,2.0784599781036,Barcelona International Airport,0.000280813825464239,41.297101917956155,2.0784616976165737,LEBL
NL,52.308601379399995,4.763889789579999,Amsterdam Airport Schiphol,0.0002767797748315562,52.30860016565896,4.763891965082936,EHAM
DO,18.42970085144,-69.668899536133,Las Américas International Airport,0.00013915001033305778,18.429703142398544,-69.66890050175762,MDSD
MX,20.680099487304688,-105.25399780273438,Licenciado Gustavo Díaz Ordaz International Airport,9.078690191825026e-05,20.680098015177972,-105.2539970839822,MMPR
US,44.471900939899996,-73.15329742429998,Burlington International Airport,1.0858447492287724e-05,44.471901167821706,-73.15329749622211,KBTV
SV,13.4409,-89.055702,Monseñor Óscar Arnulfo Romero International Airport,0.0001120506730116343,13.440902324414957,-89.05570099303246,MSLP
CA,45.4706001282,-73.7407989502,Montreal / Pierre Elliott Trudeau International Airport,0.0002228702045368636,45.47060098220243,-73.74079696019336,CYUL
US,42.96540069580078,-83.74359893798828,Bishop International Airport,0.00018441755537551276,42.965400318772424,-83.74359727999041,KFNT
CO,4.70159,-74.1469,El Dorado International Airport,0.00022830365351388218,4.701588534440412,-74.1468979862262,SKBO
PA,9.0713596344,-79.3834991455,Tocumen International Airport,0.00020302678473405481,9.071360020986711,-79.3834973210259,MPTO
US,33.93880081176758,-81.11949920654297,Columbia Metropolitan Airport,0.000310938733527397,33.93879976074133,-81.11949641491485,KCAE
US,29.179899,-81.058098,Daytona Beach International Airport,3.1382043395377114e-05,29.17989825805399,-81.0580982575886,KDAB
AR,-34.8222,-58.5358,Ministro Pistarini International Airport,0.0002934809436469814,-34.82219754842994,-58.53579769161628,SAEZ
US,45.77750015,-111.1529999,Gallatin Field,0.00013842036629249397,45.77750009558631,-111.15299865531065,KBZN
US,38.0364990234375,-84.60590362548828,Blue Grass Airport,9.979158609539442e-05,38.03649650869181,-84.60590449124024,KLEX
IN,17.2313175201,78.4298553467,Rajiv Gandhi International Airport,5.8470558414051626e-05,17.23131607725882,78.42985490765426,VOHS
US,41.88470077514648,-91.71080017089844,The Eastern Iowa Airport,0.00014426822957397273,41.88469878475257,-91.71079887482458,KCID
US,43.5820007324,-96.741897583,Joe Foss Field Airport,0.00023866105871269135,43.58200030915836,-96.74189543724474,KFSD
CL,-33.393001556396484,-70.78579711914062,Comodoro Arturo Merino Benítez International Airport,0.00015740125357448264,-33.393000165099714,-70.78579577969589,SCEL
CA,51.113899231000005,-114.019996643,Calgary International Airport,0.00030364492906645473,51.11389721914192,-114.01999924805394,CYYC
US,45.807701110839844,-108.54299926757812,Billings Logan International Airport,0.00011059260509318365,45.807700700967644,-108.54299828157323,KBIL
AU,-33.94609832763672,151.177001953125,Sydney Kingsford Smith International Airport,0.0002542735150309915,-33.9460992430513,151.17699981164196,YSSY
GR,37.9364013672,23.944499969499997,Eleftherios Venizelos International Airport,0.0002479903090515162,37.936400781882455,23.944502134624038,LGAV
GT,14.58329963684082,-90.52749633789062,La Aurora Airport,0.0001612930183026321,14.5832999538145,-90.52749778843064,MGGT
US,34.637199401855,-86.775100708008,Huntsville International Carl T Jones Field,0.00010304869653866716,34.637200935538104,-86.77509978529372,KHSV
US,32.3111991882,-90.0758972168,Jackson-Medgar Wiley Evers International Airport,0.00010753515091998042,32.311198552113204,-90.0758981838865,KJAN
US,46.92070007324219,-96.81580352783205,Hector International Airport,0.0002518261613471926,46.92069986589903,-96.81580126323864,KFAR
US,30.4832,-86.525398,Destin-Ft Walton Beach Airport,0.00011662612718974014,30.48319962506012,-86.52539904859778,KVPS
US,36.281898,-94.306801,Northwest Arkansas Regional Airport,9.943225258650444e-05,36.28189920477293,-94.30680188962693,KXNA
US,19.721399307250977,-155.04800415039062,Hilo International Airport,0.00033770335263298923,19.72140211405328,-155.04800580794898,PHTO
US,44.12459945678711,-123.21199798583984,Mahlon Sweet Field,0.00030906317279323463,44.1245970707252,-123.21199553280546,KEUG
US,40.652099609375,-75.44080352783203,Lehigh Valley International Airport,7.911238875564593e-05,40.65210040966558,-75.44080284539217,KABE
US,30.396499633789066,-84.35030364990234,Tallahassee Regional Airport,0.00015129726999751943,30.39649965150092,-84.35030228925442,KTLH
TW,25.0777,121.233002,Taiwan Taoyuan International Airport,0.00031947141561561776,25.077698061833786,121.2329993084236,RCTP
VN,10.8187999725,106.652000427,Tan Son Nhat International Airport,0.00024914547131600824,10.818801082044404,106.65200264494551,VVTS
US,30.357106,-85.79541400000002,Northwest Florida Beaches International Airport,0.244565782686002,30.34170196797461,-85.79730147127934,KECP
MX,20.52239990234375,-86.92559814453125,Cozumel International Airport,5.429794589985805e-05,20.522397111646175,-86.92559860934072,MMCZ
US,37.24570084,-93.38860321,Springfield Branson National Airport,6.293272038663404e-05,37.24570015985224,-93.38860264546207,KSGF
JP,35.764701843299996,140.386001587,Narita International Airport,0.00030999874751265174,35.764701662264244,140.38600437139527,RJAA
US,34.27059936523437,-77.90260314941406,Wilmington International Airport,0.00013285188711726207,34.2705996199016,-77.90260195584102,KILM
BR,-22.809999465900002,-43.2505569458,Rio Galeão – Tom Jobim International Airport,0.000143974544699308,-22.809999863641394,-43.25055568383109,SBGL
IN,12.990005493164062,80.16929626464844,Chennai International Airport,0.00013996857579874457,12.990007457958805,80.16929747789192,VOMM
US,44.48509979248047,-88.12960052490234,Austin Straubel International Airport,1.73108497938714e-05,44.485102115421526,-88.12960066087273,KGRB
DE,48.353802,11.7861,Munich Airport,0.0004447321644876802,48.353799091814096,11.786102809251966,EDDM
US,30.53319931,-91.14959717,"Baton Rouge Metropolitan, Ryan Field",0.00011172299091903746,30.533201651841182,-91.14959817364986,KBTR
US,41.44850158691406,-90.50749969482422,Quad City International Airport,0.00020755555423303482,41.44850028574153,-90.50750156138058,KMLI
US,46.91630173,-114.0910034,Missoula International Airport,0.00029586807794202633,46.91629955003243,-114.0910059076045,KMSO
US,35.43619918823242,-82.54180145263672,Asheville Regional Airport,5.5638488950977185e-05,35.43620204000394,-82.54180111596963,KAVL
US,48.79280090332031,-122.53800201416016,Bellingham International Airport,0.00010030245127459632,48.79279935444335,-122.53800236008128,KBLI
DE,52.5597,13.2877,Berlin-Tegel Airport,0.0001510939431904127,52.559698919375045,13.287699139574928,EDDT
US,33.30780029,-111.6549988,Phoenix-Mesa-Gateway Airport,0.0002875873308137608,33.307801340963756,-111.65500135709243,KIWA
US,41.70869827270508,-86.31729888916016,South Bend Regional Airport,0.0002100168510494289,41.70869760924429,-86.31730077740627,KSBN
US,30.40730094909668,-89.07009887695312,Gulfport Biloxi International Airport,6.0682809961641444e-05,30.407299905939137,-89.0700994224241,KGPT
DK,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport,0.00018056831635384596,55.617901257931464,12.656001711287288,EKCH
US,35.03530120849609,-85.20379638671875,Lovell Field,0.00011566919334911518,35.0353034707509,-85.20379740961512,KCHA
US,37.13190079,-76.49299622,Newport News Williamsburg International Airport,0.0002499899049887955,37.13189928258337,-76.4929939995263,KPHF
US,30.691200256348,-88.242797851562,Mobile Regional Airport,0.00023138635052428027,30.69120049342646,-88.24279993245675,KMOB
US,42.37419891357422,-122.8730010986328,Rogue Valley International Medford Airport,0.00020103297725301752,42.37419954744464,-122.87299932373831,KMFR
JM,17.935699462890625,-76.7874984741211,Norman Manley International Airport,0.00017417544630473085,17.93569893143675,-76.78750003580151,MKJP
US,28.10280036926269,-80.64530181884766,Melbourne International Airport,0.0002740151475762684,28.102800628565504,-80.6452993549307,KMLB
US,37.3255,-79.975403,Roanoke–Blacksburg Regional Airport,3.8286281687753885e-05,37.32550172155807,-79.97540283044171,KROA
US,46.26470184326172,-119.11900329589844,Tri Cities Airport,9.814886000870422e-05,46.2647032975199,-119.119002768353,KPSC
US,34.42620087,-119.8399963,Santa Barbara Municipal Airport,0.0001614411107355267,34.42620349790322,-119.83999566901177,KSBA
